,Tweet_punct,Emotions
5703,"it seems people and government giving resistance to covidindia  my earlier projectionpink for  million reach is on  
now extended by days so now  million will reach on green
mlasudhakar sriramulubjp drharshvardhan mohfwindia cmofkarnataka httpstcotlqhxgz",0
5704,"rajasthan   new coronapositive cases reported till  pm today out of which  are from jaipur

cumulative positive
active cases in the state 
todays total death 
total death in the state 

coronavirusupdate coronavirus corona covidindia httpstcolnkiazm",0
5705,"ptinews hope all precautions are taken to ensure protection from covidindia  safety of all participants and also other citizens should be given priority

jai shri ram",0
5706,"jaipur  nearly  migrant found covid positives who returned from abroad these positive cases came out in the investigation with the activeness of administration

rajasthan coronavirus covidindia covidindia httpstcocmgrvpczqg",1
5707,wow finally dharavi is somewhat under control covid covidindia,1
5708,"central govt is for a reason called central
they did not take steps in the initial stages and failed amp that is the reason of the failure of states one by one
covidindia 
rjarjit opinion needed sir",0
5709,"bihar corona daily report  june  pm

 new positive cases of covid and  recoveries reported in bihar today increasing the states tally to  cases including  recoveries and  deaths
 
follow timesdemocracy for fastest covid updates 

covidindia httpstcodljwcjuekt",0
5710,"never vote for a political party which play games of religion amp caste
 amp  were bigger mistakes than ever
failure at the time of pandemic is directly associated with central govts bjpindia
failureperiod
httpstconawgkdga
covidindia
scoopwhoopunscripted",0
5711,stylistanu rahulgandhi shashitharoor arre modi kya kya karega covidindia  cases is due to state govts of opposition parties amp chinaindiaborder issue is due to the opposition parties what do you expect poor modiji bhakts amp godi media to do republic timesnow,0
5712,"finally some relaxing news for us😊😊😊
covidindia covidpandemic httpstcofgwhsxycd",1
5713," their governmentscan we please start doing our jobs atleast now
covidindia",0
5714,ap cm ysjagan has instructed the officials to conduct comprehensive screening and tests covering all households within  days and use the  ambulance service for the purpose  covidindia ysjaganmarkgovernance httpstcoxhmjzrhqr,0
5715,"maharashtra reported  new positive cases of covid and  fatalities today increasing states tally to  cases including  recoveries amp  deaths

 discharges reported in the last  hours
 backlog deaths added today

covidindia httpstcozmdmzggy",0
5716,chattisgarh surely has done much better than most of other state in dealing with covidbut still a long way to gotssinghdeo coronavirusindia covidindia bhupeshbaghel chhattisgarhcmo megauravdwivedi httpstcoqngtentpp,1
5717,"delhi surpasses tamil nadu to become the second worsthit state in terms of the total number of covid cases 
covidindia 
httpstcobcnaxea",0
5718,"bengal covid alert 
 kolkata new cases slides below 
 tests cross  lakh mark
 recovery rate at 
 national recovery rate is  
covidindia bengalfightscorona",0
5719,"coronavirusupdates covidindia covidー who
coronavirusindia madhyapradesh 
 new cases t  active  and  new recoveries t  and  new deaths t ",0
5720,"also postpones
jee 
mhtcet 
neet 
and remaining
till not a single patient be there in india 😷😷😷
stay home  stay safe 
covidindia httpstcoewixagskz",0
5721,"bengal covid alert 
new cases 
active cases 
total cases 
death 
total death 
samples tested 
total samples 
covidindia bengalfightscorona",0
5722,"wionews  please cover this news eatalarajender  please resign your post you are not eligible for minister 
covidindia covid telanganafightscorona telanganacovidfailure trsgovtfailed trscovidlies indianmedia manmundra incindia revanthanumula",0
5723,"coronavirusupdates covidindia covidー who
coronavirusindia westbengal 
 new cases t  active  and  new recoveries t  and  new deaths total ",0
5724,we do not demand general promotion  but health safety of students and faculties must not be disregarded at any cost arvindkejriwal narendramodi covidindia,0
5725,"covid indian states  confirmed cases evolution day by day barchart race animation

python covidindia httpstcoslbufbbixp",0
5726,"covid in tn 

covidindia tamilnaducoronaupdate
click
httpstcoxgoxfokq",0
5727,"coronavirusupdates covidindia covidー who
coronavirusindia uttarpradesh 
 new cases t  active  and  new recoveries t and  new deaths t ",0
5728,"india reports record coronavirus cases embassies warn on stretched hospitals 
covid covid covidー covidoutbreak  coronavirus coronavirusoutbreak coronaviruspandemic covidindia coronavirusindia 
httpstcosanbvgxyb",0
5729,"coronavirusupdates covidindia covidー who
coronavirusindia gujaratcoronaupdate 
 new cases t  active  and  new recoveries t and new deaths total",0
5730,httpstcoyslcxmwe beware covidindia  prevention is better than cure  livimmunecapsules by pcrayurveda helps for prevention by improving our immunity staysafe staylive stayhealthy,0
5731,"coronavirusupdates covidindia covidー who
coronavirusindia tamilnaducoronaupdate 
 new cases t  active  and  new recoveries t  and  new deaths total ",0
5732,"update
the migrant labourers who are left and still wishes to go to their native place fill information on following portal httpstcoshkrthrov

thank you for an update sanjayips 

migrantworkers covidindia gharwapsi helptheneedy",0
5733,"covidindia  kerala   cases highest spike 

chennai   cases highest spike

meanwhile mumbaikars  httpstcovasoknucm",0
5734,after covid lockdown in delhi india cleaner air leads to unusual high amount of sunlight reaching solarpanels via joulecp cellpressnews httpstcopntbefhj airquality solarenergy pollution renewableenergy environment mondaymotivaton covidindia news,0
5735,"link  to open accounthttpstcoasftgunfx

anilsinghvi sensex nifty covidindia trading banknifty optionstrading modistrongestpmever atmanirbharbharatabhiyan httpstcopyqmqnal",0
5736,"does hydroxy cloroquin control the corona

drnsaravanan gives a clear explanation

hydroxychloroquine coronavirusus coronapandemic coronaawareness coronaalert healthcare covidindia 

watch full video httpstcooytnlrcb",0
5737,"looks like modi has taken the backseat not knowing what to do with china aggression just like he did with fight against covidindia 
his boasting has disappeared 

modibetrayedindia indianarmy indiachinastandoff bjpfailsindia bjp",0
5738,"survivors’ organisations have urged chief minister shivraj singh chouhan to put up correct figures of ‘permanent injuries’ among tragedy survivors before the supreme court

madhyapradesh covidindia

httpstcogldxfcwou",0
5739,jamewils kerala is loosening its grip it seems stayawake covidindia,0
5740,"covidindia  masks

the good bit  most people seem to be wearing some form of a mask

the bad bit  quite a few are wearing it in a manner which will neither protect them nor those around them

the bit you can do  keep pestering people about the dos and donts httpstcoqjodfpergn",0
5741,"noexamsincovid
 promoteallignoustudents 
ignou 
hrdministry 
covidindia 
ignou should not conduct exams in this tough time risking thousands of lives",0
5742,"the launch of indias first covid drug by glenmarkpharmaceuticals has brought good news for some but left many medical experts are alarmed heres what you need to know about favipiravir

coronavirus covidindia fabiflu 

read more
httpstcocsfxwtpmeu httpstcoichvczetu",0
5743,"china true power behind the success of make in india

thandayanday covidindia
makeinindiakickchina duagainstonlineexams jagannathyatra noexamsincovid",1
5744,"received this as a forward on whatsapp
yes yes yes yes
to all the pessimists naysayers amp critics around which abound please see this video amp feel proud
jai hind 🇮🇳
covidindia indiabounceback
nopolitics
dont just likes retweet if you agree httpstcoyigss",1
5745,"manipur   new cases of covid recorded today taking the total number of cases to  including  active cases

coronavirus coronaupdate covidindia httpstcohyumjdsup",0
5746,"trust the timing of your life 🏜️

day  thedayproject 

dayproject blessed trust trusttheprocess  trust lifequotes quotestoliveby thoughtoftheday artistontwitter art artph artwork artist covid covid covidindia quarantine httpstcotpbdtdmwuy",1
5747,also in the upcoming future will approach to zero therefore we have won the half battle against covidindia in order to completely defeat it we must have to do the same thing which we are continuously doing for the last  months inshallah we will defeat this covid,0
5748,"post covid outlook  post covid savings and investments approach 

learn this and more with mr swarup a mohanty chief executive officer mirae asset amc rd june at pm

➡️ join now httpstcocwqbyyle

covidindia savings investment httpstcopjnckvolem",0
5749,"“we consider it a nationalistic duty to put all our resources to benefit the countryyusuf hamied❤️

cipla glenmark hetero cipremi fabiflu covifor covidindia covidー covid covidmedicine httpstcokenhjolaf",1
5750,"i list down how n why we must bale out women in our plan for atmnirbharbharat leaving out womens concerns once again will be a disaster for economic recovery covidindia shecession indianeconomy   pmoindia smritiirani 
httpstcoljyeojfy via theprintindia",0
5751,they love jamboree events  remember the one in ahmedabad with saheb and trump press god knows what impact that has had on the spread of covidindia in the state of gujarat bhagwan bharose goi imho 🤔 innocent and naive indian lives at stake httpstcoplsedt,1
5752,"if you are in delhi  and you need not run behind these hospitals at this time  consider yourself lucky and grateful 

sahneydeepak sir take care of yourself 

i got tears watching problems of people in this video  covidindia  delhicoronavirus 

httpstcomyuosziz",1
5753,"covid india as on   june   ist gmt  
  active cases   cured  deaths    migrated     
    
    httpstcokcuvbvcyl
    
    covidindia covid covid",0
5754,"chhattisgarh covid daily bulletin  june

chhattisgarh covidindia httpstcoagracnkfq httpstcofvsnlrnh",0
5755,"chhattisgarh corona daily report  june 

chhattisgarh reported  positive cases amp  recoveries today increasing the states tally to  cases including  recoveries and  deaths

follow timesdemocracy for fastest covid updates 

covidindia covidindia httpstcoujkwtefgqm",0
5756,"illayathalapathy vijay dialogue 
follow us 🤷🤷for more videos     vijay vijaythalapathy vijayanna vijayfans vijay vijayism vijaybirthday vijayfanatrands vijay covid coronavirus covidindia stayhomestaysafe mastertrailer  mastergalattabirthday httpstcoqncglcjrgi",0
5757,"given the situation outside deaths due to hunger will be more than deaths due to corona coronavirusindia covidindia masksall 
coronavaccine",0
5758,"goa corona daily report  june

goa reported  new cases of covid in the last  hours while  patients recovered as the states tally reaches 

while goa reported its first fatality today active cases in the state stands at 

covidindia covidindia httpstcoydvkaswa",0
5759,"himssindia  is happy to announce the webinar titled affordable diagnostics need of the hour in healthcare on saturday th june at  pm ist

registration httpstcozdiylaj 

digitalhealth diagnostics hcitexpert annpmathew anuacharya covidindia httpstcoibjufob",1
5760,dear cmomaharashtra mybmc food provided in the quarantine center at dhanukarwadi has some serious issue 👉less quantity amp poor quality you even can find fancy creatures like flies i urge you to please look into this abpnews bjpindia pmoindia covidindia coronavirus httpstcoiahjaw,0
5761,"nagaland corona daily report  june

nagaland reported its highest covid spike of  new cases in the last  hours as the states tally rose sharply to 

active cases in nagaland stands at 

covidindia covidindia httpstcolfhgbwuq",0
5762,mlasudhakar atlist please now take strong decisions and  do lockdown to entire karnataka or atlist bangalore and save the people dont play with people covidindia cmofkarnataka sriramulubjp karnatakafightscorona,0
5763,photos taken earlier today at e m bypass socialdistansin covidindia kolkata bengal socialdistancing crowd floutingnorms traffic httpstcobcaoxgl,0
5764,looking the trend of total tn testing vs chennai ve count the chennai covid ve is looking flat and no spike for last  days with an average of  even with increase in test from  to  this looks good sign for chennai covidindia covid sumanthraman httpstcogavrwix,0
5765,"stay home stay safe be happy  may god bless u 🙏🏼
staysafestayhealthy staygold stayathome staysafe besafe smile covidindia happyfamily mizoram mizo aizawl httpstcofxonmgbmj",1
5766,"bsybjp yediyurappa decided to enforce a complete shutdown in kr market chamarajapete kalasipalya and chickpete

lockdownextension bangalore diprcovid newsalert  covid covidindia karnatakafightscorona",0
5767,"can you think of a better place than home 

there isnt ☺️

covidindia home",1
5768,"narendramodi amitshah arvindkejriwal pmoindia  pathetic situation in the capital and country now you want puri jagannath rath yatra   httpstcopxznomtotr
covidindia delhicoronavirus delhicoronavirus",0
5769,"madhya pradesh covid daily bulletin  june

madhyapradesh covidindia httpstcokmjwdcxvy httpstcofwlcfofgl",0
5770,"madhya pradesh covid daily report  june

madhyapradesh reported  positive cases of covid and  recoveries today increasing the states tally to  cases including  recoveries amp  deaths

covidindia covidindia coronavirusupdates httpstcoxigxddmg",0
5771,"punjab   fresh cases of covid and two deaths recorded today

 • total number of cases to  including  recoveries and death toll to 

punjabfightscorona coronavirus coronaupdate covidindia httpstconcuvdlzizn",0
5772,"proper social distancing proper masking
prideful🤭🤭 socialdistancing wearmask covidindia gujrat httpstcojphxzjidy",0
5773,"do you want to make your employees more productive at home

vibrantgyan job vg successstartshere lockdown lockdownhouseparty quarantine covid work humanresources careers business covid coronavirus success workplace workfromhome covidimpact covidindia httpstcoxvhcjokol",1
5774,"post covid outlook  post covid savings and investments approach 

learn this and more with mr swarup a mohanty chief executive officer mirae asset amc rd june at pm

➡️ join now httpstcogmhjaren

miraeassetin mohantyswarup 

covidindia savings investment httpstcorclxhme",0
5775,"bangalore is worrying i still trust the bsybjp government to arrest the surge in cases 

covidindia karnataka",0
5776,"assam govt is setting a living example for other indian states about how to fight with this pandemic good going cmofficeassam bjpindia narendramodi amitshah himantabiswa sarbanandsonwal drharshvardhan swamy
 covidindia",0
5777,"sad but true 
lockdown covidindia covid httpstcowvfpqcsib",0
5778,indigoe i booked  tckts to raipur but did not travel covidindiai have around k in crd shellthe tckts were booked for a wedding but now that wedding has already happened sothere is no reason for me to travel againkndly treat this as an exception and initiate refunds,1
5779,"jammu and kashmir covid daily bulletin  june

jammukashmir covidindia httpstcorkuyjrxr httpstcojxztwkcu",0
5780,"cricket cricketnews back at it cheteshwar saurashtra teammates restart training after month break due to coronavirusoutbreak 

covid teamindia indiancricket covidindia
coronaviruspandemic cheteshwarpujara pujara  

httpstcokgidx",0
5781,"cricket cricketnews back at it cheteshwar saurashtra teammates restart training after month break due to coronavirusoutbreak 

covid teamindia indiancricket covidindia
coronaviruspandemic cheteshwarpujara pujara  

httpstcojbcnzuwye",0
5782,"jammu amp kashmir corona daily report  june

jampk reported another  positive cases of covid and  recoveries today increasing states tally to  cases including  recoveries amp  deaths
 
follow timesdemocracy for fastest covid updates

 covidindia httpstcokruxxytbt",0
5783,when facts stare back at us mirrors dont come to our rescue testtraceisolate massively is the way ahead to contain covidindia we should be thankful of ashishkjha to have forewarned yet shown a silver lining with our massive human resource amp equipment capability httpstcowqoejdns,1
5784,"honble supreme court has allowed the rath yatra  to be conducted in puri odisha with certain restrictions due to covidindia

jaijagannath purirathyatra purijagannathrathyatra purijagannathtemple httpstcoflrmxwbvk",0
5785,"httpstcomxkcvzfguy
this is the ground realitytime to take precautionsstay home stay safebcus prevention is always better than cure
covidindia",0
5786,"nearly  of world’s population “ mn” forcibly displaced globally at the end of  unhcr 

covidindia covid currentaffairs unsc unsecuritycouncil news upsc trendingnow trending telengana himachalpradesh tamilnadu delhi",0
5787,"france and india on thursday signed an agreement with paris committing  million euros to support delhis covid response

covidindia covid currentaffairs unsc unsecuritycouncil news upsc trendingnow trending telengana himachalpradesh tamilnadu andhrapradesh",0
5788,"the number of daily corona positive patients in keralam keeps scaling new heights the new peak is after domestic and travel was allowed from may  

folks stay safe follow the precautions scrupulously amp religiously no questions asked 

covidindia httpstcopmtxiumvv",1
5789,"stasisindia doing our bit to assist the tn govt on their fight against covidindia covid covidupdates remotepatientmonitoring healthcare

httpstcorspcazlo",0
5790,"west bengal corona daily report  june 

westbengal reported another  positive cases today increasing states tally to  cases including  recoveries amp  deaths

follow timesdemocracy for fastest covid updates 

covidindia httpstcomuskkhof",0
5791,"is bhagwan jagganath promising that no one will be infected by coronavirus 
even if one person is found infected in rathyatra if would prove to be a selfdefeating task and risk to many innocent lives 

covidindia",0
5792,"your health is our primary priority
you will definitely have a worry free experience
healthcare health covidindia covid eyes visionupdates ophthalmology mondaymotivaton httpstcojrrzkigr",1
5793,"punjab corona daily report  june

punjab reported  new cases of covid in the last  hours while  patients recovered in the same period as active cases in the state rose to 

follow timesdemocracy for fastest covid updates 

 covidindia covidindia httpstcoxnswivz",0
5794,"drjagdishsurat ohhh surat is crossing  no patients second consecutive day

once again requesting you to provide positive patients address so that we can protect ourselves as well as family by not entering that particular restricted area
currently everywhere everything is open
covidindia",0
5795,"today’s bulletin for punjab


punjabfightscorona 
covidindia
punjabcoronavirusupdate 
coronaupdatesinindia
stayathome   
staysafe httpstcoyyzmvdz httpstcodaipjevaw",0
5796,"manipur corona daily report  june 

manipur reported  new cases of covid in the last  hours taking the states tally to  

active cases in manipur stands at 

covidindia covidindia httpstcofvhjkseqp",0
5797,majdpsingh humor is a great way to make a point good one covidindia covididiots staysafe staysafestayhealthy,1
5798,"covid delhi to leave mumbai behind soon with rising cases govt revises strategy
covidー covidindia covid httpstcovfygozevrq",0
5799,"new article on assessing “the corona challenge in unlock ” 

httpstcottsicqpxd

covidindia 
unlock 
coronavirus httpstcortcltlwvd",1
5800,"age and gender wise distribution of covid cases in tamilnadu 👇

 cases are children below the age of 

 cases in the  age group

 cases above  years of age

coronavirus tncoronaupdate tnfightscorona covidindia httpstconoqwkmje",0
5801,future depends on the choices you make today covidindia httpstcoavzdqygpw,1
5802,"district wise break up of coronavirus cases in tamil nadu as of june 

tamilnadu chennai coronavirusupdate coronaupdatesinindia tncoronaupdates tamilnaducoronaupdate coronavirusindia covidchennai covidtamilnadu coronaupdatesindia covidindia covid corona httpstcoxwznkxktvv",0
5803,"httpstcouuzx

have a look whoever seeing please share so shocking so brutal so much broken please take action as early as possible covidindia delhicollapse covid  

ltgovdelhi arvindkejriwal ndtv pmoindia pibindia",0
5804,"heres the districtwise coronavirus infections amp recoveries breakdown in tamilnadu  

covid covidindia coronaoutbreak tn coronavirus indiafightscorona coronaupdate coronatnupdate httpstcouikzbxpmy",0
5805,"heres the overall coronavirus stats in tamilnadu as on june st  

covid covidindia coronaoutbreak coronaintn coronavirus corona indiafightscorona coronaupdate coronatnupdate stayhomestaysafe stayhomesavelives breakthechain flattenthecurve galattacares httpstcohhvpundq",0
5806,"heres the districtwise coronavirus infections amp recoveries breakdown in tamilnadu  

covid covidindia coronaoutbreak tn coronavirus indiafightscorona coronaupdate coronatnupdate stayhomestaysafe stayhomesavelives breakthechain flattenthecurve galattacares httpstcoltpnqqbw",0
5807,"katyayan covidindia covid covidpandemic covid covidnigeria nigeria nigerianews
congratulations coronavaccine coronavirusupdate
blacklivesmatter icantbreathe
mspadine
nigerian scientists discover covid vaccine report  httpstcovdcegzvh",1
5808," new cases of covid in tamilnadu including returnees  cases from chennai

active cases   total cases  

 patients discharged total recovered  

 new deaths today total deaths  

coronavirusupdate covidindia coronavirus",0
5809,"russia population  cr
total tests  cr
cases confirmed 
india population  cr
total tests  lakhs
cases confirmed 

we havent tested even  of our populationwhere are we heading tobig reason to worry
corona
covidindia 
covid 
coronavirus",0
5810,many more retweets and tagging should help i suppose cmotamilnadu covidindia covidupdates covid covid covidtracker httpstcohtqzesg,0
5811, may  swapping made but th day payment not made to merchant by icicibank  how covidindia in mumbai makes willful modus of operandi  deplorable act of cheating consumer amp merchant but goi rbi all helpless spectators  all excuses  covid ,0
5812,madurai  cases today the new case count is doubling every day tncoronaupdate tnfightscorona madurai covidindia covid httpstcoopjpaxjq,0
5813,coping with a pandemic  where i talk with vikram patel on covid covidindia covidpandemic httpstcojcgfmezjc,0
5814,"our hospital services has already collapsed what the hell is the government doing in delhi arvindkejriwal mohfwindia   
covidindia indiafightscorona 
😰😰scared to see this report by scoopwhoop unscripted
be at home and stay safe
httpstcofqpqrr
scoopwhoopnews",0
5815," new cases in tamil nadu today cases are from chennai 
 patients discharged  new covid deaths

total cases  total patients discharged till date  total deaths    nhmtn 

tncoronaupdate covidindia",0
5816,"risk of community transmission of covid in india as of nd june 

coronaupdatesinindia coronavirusinindia coronavirus covidindia covid indiafightscorona httpstcohtpjmtte",0
5817,"leading edge futuring technology 
covidindia 
taking technology to assist the frontline warriors

contact if required details 
mail infoleadingedgeftcom
contact whatsapp httpstcoemsdrxfn",0
5818,"covid cases continue to rise in india
covid covidindia httpstcomcbstqdg",0
5819,covid medicine launched in colaba mumbai covidindia indiafightscovid covid covid httpstcolszuzwcuzx,0
5820,"beware
caution 
boiforcustomers
phishingattack
allinthistogether 
please be aware of phishing email sent with subject “free covid testing”
be cautious and do not respond to such malicious emails
fake email covidindia 
ankyghate ajaykadu",0
5821,"please contact the number in this photo  plasma required from recovered covid patient 
pls help
covid delhifightscorona covid delhi coronavirus corona arvindkejriwal raghavchadha ndtv zeenews help delhi covidindia coronaupdates aajtak anjanaomkashyap httpstcooxvghtjb",0
5822,friends good news for jagannath bhakt supreme court give permission for rath yatra jai gannath rathyatra  jaigannath covidindia httpstcoauslyvnl,1
5823,"an yearold man from morlem in north goa passed away at the state’s designated covid hospital making it the first covid death of goa he was earlier shifted to the icu and succumbed to infection early hours of the day
covidindia coronaupdate coronaindia coronagoa httpstcowjigfbewd",0
5824,"no exambetter days👻
noexamsincovid 
covidindia",0
5825,"dhfwka nammabescom tvkannada publictvnews suvarnanewstv timesofindia prajavani udayavaniweb tvkannada vijaykarnataka vvaniu thank fully some areas again put under lockdown from today need stricter lockdown again in bangalore urban
covid lockdown bangalore covidindia indiafightscoronavirus",0
5826,"khujliwaaaal ab baney fudgliwaaal 

kitna girogey sharam karo 
casualties in delhi seem to be much more than being reported teamindiafirst

teamindiafirst delhifightscorona covidindia pandemia data kejriwalexposed delhigovt coronavirus covidvaccine ncr httpstcoljbkzx",0
5827,bhavika is back with some delicious idli fries that was a father’s day special cooking is therapeutic and definitely helps one to stay focused calm and creative jsgskills covid covidindia coronavirusinindia coronaviruspandemic weareinthistogether jetsetgoindia httpstcowohza,1
5828,delhi recorded its highest singleday spike in covid cases yesterday  over  cases as the number of containment zones in the city increases to  covidindia httpstcogzvamyjo,0
5829,"gujarat  in last  hours  new cases of covid and  deaths have been reported

• state tally rises to  including  cureddischarged and  deaths
coronavirus covidindia coronavirusoutbreak httpstcovrrrcqsctl",0
5830,"tncoronaupdates

recovery ratio 

covidindia",0
5831," months ago we were all just going on with our lives today we are at war with the chinese military and the covid pandemic which ironically also originated in china times have changed

indiachinafaceoff covidindia",0
5832,"skims bemina jvc covid  testing  update for today
 tested  positive till pm at skims bemina
total samples tested   
 in budgam whose samples are awaited and  from srinagar 
in budgam  were covid positive and  in srinagar till pm
covidindia
jammukashmir",1
5833,covidindia  door to door screening process is underway in dahisar by mybmc mirror nows disha gets the ground report httpstcojmuefsjozh,0
5834,"skims bemina jvc covid  testing  update for today
 tested  positive till pm at skims bemina
total samples tested   
 in budgam whose samples are awaited and  from srinagar 
in budgam  were covid positive and  in srinagar till pm
covidindia
jammukashmir",1
5835,"skims bemina jvc covid  testing  update for today
 tested  positive till pm at skims bemina
total samples tested   
 in budgam whose samples are awaited and  from srinagar 
in budgam  were covid positive and  in srinagar till pm
covidindia
jammukashmir",1
5836,"gujarat covid daily report  june

gujarat reported  positive cases of covid and   recoveries today increasing states tally to  cases including  recoveries amp  fatalities 
 
follow timesdemocracy for fastest covid updates 

covidindia httpstcoillickqus",0
5837,"live wedding streaming offers inventive online web applications that help couples wedding businesses stream their events live over the internet in chennai hyderabad  and all indian cities httpstconfryajij via pinterest 
livewedding livestreaming covidindia httpstcofevrykquf",1
5838,"judiciary  has failed to catch traitor 
we indians need to revisit this
dangerous for democracy👹
this bjपी govttorturing those who are savers of india 
sc certainly has to intervene  and stop this evil
saveindiasaveconstitution covidindia
⚖🇮🇳⚖ httpstcocrunwvrm",0
5839,"please cancel the remaining boards exams as we all are so stressed and concern about us and our family health exams are not important more than anyones health
cancelcbseboardexam hrdminister narendramodi covidindia rameshpokhriyal 
indiachinafaceoff",0
5840,"monsoons back to work or any other challenges it is time to move beyond fear with caution and care build healthy habits — nutrition fitness cleanliness and compassion watch video here httpstcohylxkyyns
covid covidindia coronavirus",1
5841,"emperor is a coward he has killed the soldiers onlu to fuel his biharelection campaign and distract the attention from his incompetency in handling covidindia  india will be sold to satiate his hunger for power
modisurrendersgalwanvalley httpstcoplmccc",0
5842,"india shows that we can and we can erase it 
covidindia 
covidー",0
5843,"a map prepared by csirneeri mumbai showing covidー cases in india nd june 
covidindia unlockindia beginagain httpstcoeabzedkh mahamedd",0
5844,"in a report by technavio keeping in mind the covid pandemic the recycle for plastic bottle industry market is poised to grow by   bn during  progressing at a cagr of about  during the forecast period businesswire
plasticindustry aipma covidindia httpstcotgfuqgh",0
5845,"a map prepared by csirneeri mumbai showing covidー cases in maharashtra nd june 
stayhomestaysafesavelives covidindia beginagain httpstcozpvdulgjl",0
5846,telangana struggling covidindia httpstcorbtsvbhwl,0
5847,"covid isolation coaches in use in up  suspected covidindia patients admitted in mau junction in varanasi division and  have already been discharged
indianexpress httpstcopseuno",0
5848,"we are truly thankful to organisations like ibmin for their support and all the partners and volunteers for making this possible on the ground

arvindkrishna emailmanjob rumimallick 

coronacrisis covidindia covid indiafightscovid ibm nasscom",1
5849,"bihar corona midday report  june  pm

 new positive cases of covid and  recoveries reported in bihar today increasing the states tally to  cases including  recoveries and  deaths
 
follow timesdemocracy for all covid updates 

covidindia httpstcoseosanlon",0
5850,"join us to hear from our eminent speakers who are joining us tomorrow at am ist 

webinar link 
httpstcoepazoge

webinar id   
password 

youthdevelopment stressmanagement freewebinar webinarseries covidindia httpstcoychvltzgu",0
5851,"covidindia update cipla to sell antiviral drug remdesivir as ‘cipremi’

read the full story httpstcolegczws

covidupdates coronavirus corona httpstcochayobpkz",0
5852,toiindianews abpnews aajtak pmoindia amitshah myogiadityanath anandmahindra  why no actions are taken and people are still called to office after people are reporting hereamitshah yogiadityanath covidindia covidnews shwetasingh ceonoida noidaauthority httpstcocksgfpy,0
5853,"punjab govt extends deadline for one time settlement of dues for entrepreneurs till dec  
covidindia newindianxpress xpresstn httpstcolswghdkkb",0
5854,zomatoin zomato please ask you design team to change the image it gave me shock in the current situation covidindia httpstcoezyhdbog,0
5855,"madurai under complete lockdown from june   
lockdown covidindia httpstcosbojfegbv",0
5856,"i beg you  not to  overvalue someones opinions on you



motivationmonday covidindia happinesscontinues blame",0
5857,"just in tamil nadu govt orders complete lockdown in madurai district following massive surge in covid cases in the district 

 tncoronaupdate covidindia tamilnadu httpstcotbrwujfug",0
5858,"i welcome this decision of the supreme court but in the same breath say that if any one makes application to celebrate bakraidd please reject such application outright amporder muslims to feed the poor and the needy neighbours amp relatives with the qurbani money
covidindia httpstcosrziqciz",0
5859,"unsubscribetseries
this is unwanted in this covidindia 
please make peoples mind refresful httpstcoljketrlcw",0
5860,"lkp sec media bytes 
rohitsingre  amp bissagauravbs live interview tomorrow on zeebusiness amp cnbcawaaz 



lkpsecmediabytes liveshow marketupdates lkpsecuritis stockmarket investmentideas covidindia stockmarketnews zeebusiness stockupdate lockdown httpstcouogjhv",0
5861,"this news 🔥🔥🔥🔥
noexamsincovid bengalagainstexam covidindia httpstcoigfhghnw",0
5862,in view of the recent cyber threat advisories related to covid message misuse dont click on emails coming from ncovgovin amp any other unknown sources impersonating government agencies departments amp trade associations stay alert stay safe covidindia covid,0
5863,"observed twominute silence in memory of the valiant galwan battle heroes along with my colleagues before the cabinet meeting today 

punjab covidindia indianews india httpstcokpupkeyyb",0
5864,"the cases of active covid patients are on the rise in many states of india here are some dashboards and covid maps from esri to explore
gis covidindia cyberswift
httpstcoknnkhxvz",0
5865,"ଜୟ ଜଗନ୍ନାଥ 🙏🙏🙏
thanking supreme court for making happen rathyatra this year
hope odisha state govt and puri administration wont leave a clue for spreading covidindia virus",1
5866,"uttar pradesh corona daily report  june

uttarpradesh reported  new positive cases of covid today increasing the states tally to  cases including  recoveries and  deaths
 
follow timesdemocracy for all covid updates

covidindia covidindia httpstcoxzxxmvt",0
5867,"largest industrial estate at ankleshwar thinking of making the closing time  pm
surat diamond industry thinking of soon closing after surge in cases over there

basically we are going slowly back to square one from where we started

gujarat gujaratcoronaupdate covidindia",0
5868,educational institutions are closed amp examination stopped across the country in order to save our students from transmission of covidindia surprisingly now some institutions are going for examinationi urge upon pm modi ji to have uniform policy for the whole country,0
5869,"delhi health minister satyendarjain who had tested positive for covid on june  has been shifted to general ward following improvement in his health condition

follow covidindia live updates here
httpstcosiompspof",1
5870,"i support this demand of students as they already in so much stress due to the pandemic 
covidindia  
noexamsincovid",0
5871,"iiithyderabad
 
pgee
covidindia 

no exam is the most important thing in the world we are th in the world in total confirmed cases

noexamsincovid 
postponepgee httpstcozzdnuauda",1
5872,"delhi is in really bad situation  isolate and mask on plz covidindia 
httpstcojgmsyycg",0
5873,"ayushsingh through his startup uncrossed bridges is providing daily wage earners with food medical help amp other necessary items required for living lets take this opportunity and contribute our bit to contribute click on the link httpstcokuhichoysr 

covidindia",0
5874,"to boost the fight against covid the punjab government on monday decided to set up four testing laboratories and appoint  essential staff at these labs on the priority basis

covidindia coronavirus httpstcoyqiwntdig",1
5875,"deepaksinghinc lkouniv drdineshbjp upgovt first u have tell punjab gov covidindia 
puagainstexams",0
5876,"covid cases cross  in jharkhand active infections 
httpstcokdkqibgm

coronavirus corona coronaupdates covid covidindia covidー jharkhandcoronaupdate jharkhandfightscorona jharkhandnews news onlinenews breakingnews httpstcodgzhxgvh",0
